Altitude (m MSL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%)
1205, 86764, 10.55, 326.40, 8.66, 93.85
1206, 86762, 12.05, 327.70, 8.65, 93.85
1208, 86742, 10.95, 331.40, 8.66, 93.85
1209, 86723, 10.00, 329.70, 8.62, 93.85
1211, 86704, 11.45, 324.50, 8.60, 93.80
1219, 86627, 11.70, 327.90, 8.51, 93.60
1220, 86608, 10.45, 326.80, 8.51, 93.60
1222, 86590, 9.55, 329.20, 8.52, 93.65
1224, 86568, 10.95, 330.80, 8.52, 93.65
1226, 86547, 10.65, 326.60, 8.52, 93.70
1228, 86526, 9.50, 326.40, 8.55, 93.75
1229, 86521, 9.95, 328.30, 8.55, 93.75
1229, 86516, 10.10, 327.00, 8.53, 93.80
1230, 86512, 9.60, 328.80, 8.52, 93.80
1232, 86491, 9.80, 327.40, 8.51, 93.80
1234, 86471, 10.40, 322.50, 8.51, 93.80
1235, 86452, 10.15, 325.50, 8.49, 93.80
1238, 86428, 10.10, 329.30, 8.50, 93.80
1240, 86403, 9.45, 323.20, 8.51, 93.80
1243, 86378, 9.30, 319.20, 8.53, 93.80
1246, 86341, 10.35, 326.80, 8.56, 93.85
1248, 86324, 9.10, 322.00, 8.57, 93.85
1248, 86318, 10.25, 322.30, 8.56, 93.85
1249, 86313, 10.50, 323.90, 8.56, 93.80
1249, 86308, 9.05, 323.30, 8.66, 93.80
1252, 86277, 9.35, 321.50, 8.66, 93.80
1255, 86247, 10.85, 320.00, 8.64, 93.85
1258, 86218, 10.10, 323.20, 8.65, 93.80
1259, 86209, 8.90, 323.00, 8.65, 93.80
1260, 86201, 10.15, 323.10, 8.69, 93.70
1260, 86194, 10.85, 321.80, 8.70, 93.70
1265, 86140, 9.05, 322.00, 8.71, 93.65
1268, 86114, 10.55, 324.10, 8.68, 93.60
1270, 86097, 9.95, 318.50, 8.67, 93.50
1271, 86080, 9.30, 319.80, 8.65, 93.40
1273, 86064, 9.55, 320.60, 8.63, 93.35
1274, 86050, 10.15, 316.00, 8.63, 93.25
1276, 86035, 8.90, 316.50, 8.59, 93.20
1277, 86020, 9.80, 322.10, 8.56, 93.00
1279, 85997, 10.15, 316.60, 8.55, 92.85
1281, 85975, 9.25, 312.60, 8.55, 92.65
1283, 85954, 8.95, 317.50, 8.58, 92.50
1285, 85941, 9.25, 315.90, 8.58, 92.30
1286, 85928, 10.60, 310.60, 8.66, 92.20
1287, 85916, 10.40, 315.20, 8.65, 92.15
1291, 85877, 9.15, 319.60, 8.64, 91.75
1293, 85858, 10.35, 306.40, 8.67, 91.50
1295, 85836, 10.25, 310.90, 8.70, 90.45
1297, 85815, 8.80, 313.10, 8.71, 90.10
1299, 85794, 9.60, 314.50, 8.71, 89.85
1302, 85761, 10.55, 310.80, 8.70, 89.60
1305, 85728, 9.65, 313.20, 8.72, 89.35
1308, 85696, 9.10, 316.80, 8.73, 89.10
1310, 85678, 9.60, 310.20, 8.75, 88.90
1312, 85660, 10.35, 311.80, 8.77, 88.70
1314, 85642, 10.10, 318.60, 8.81, 88.55
1319, 85591, 9.90, 317.00, 8.92, 88.00
1320, 85578, 9.45, 311.20, 8.92, 87.90
1321, 85566, 9.45, 315.90, 8.93, 87.80
1324, 85539, 10.05, 320.30, 8.94, 87.75
1326, 85513, 9.95, 313.40, 8.96, 87.80
1329, 85488, 9.60, 313.00, 8.98, 87.75
1330, 85469, 9.60, 322.30, 9.02, 87.75
1332, 85451, 10.35, 317.80, 9.01, 87.80
1334, 85434, 9.75, 310.70, 9.01, 87.85
1340, 85369, 9.25, 312.80, 9.01, 87.90
1342, 85345, 9.75, 322.20, 9.03, 87.85
1345, 85322, 9.70, 321.70, 9.02, 87.80
1346, 85313, 9.00, 315.30, 9.02, 87.80
1347, 85304, 9.50, 320.90, 9.05, 87.75
1347, 85296, 10.05, 327.10, 9.05, 87.80
1349, 85278, 8.70, 322.30, 9.12, 87.90
1351, 85260, 9.00, 319.30, 9.15, 88.00
1353, 85242, 10.25, 322.80, 9.18, 88.10
1354, 85227, 9.40, 324.40, 9.21, 88.25
1355, 85212, 8.35, 323.00, 9.22, 88.40
1357, 85198, 9.90, 324.90, 9.27, 88.55
1364, 85123, 8.85, 322.70, 9.34, 88.90
1368, 85086, 8.80, 325.70, 9.38, 88.95
1374, 85030, 9.00, 322.10, 9.39, 88.90
1377, 84996, 9.95, 330.00, 9.42, 88.75
1379, 84980, 9.50, 323.70, 9.43, 88.60
1383, 84937, 9.75, 332.80, 9.46, 88.30
1385, 84916, 9.25, 327.70, 9.48, 88.20
1388, 84880, 10.15, 332.60, 9.53, 87.80
1391, 84850, 9.60, 335.80, 9.57, 87.45
1393, 84836, 10.25, 334.60, 9.57, 87.30
1395, 84811, 9.85, 328.20, 9.57, 87.10
1397, 84786, 8.65, 333.60, 9.57, 86.90
1400, 84762, 9.35, 336.90, 9.57, 86.70
1402, 84736, 10.10, 331.20, 9.58, 86.55
1405, 84711, 10.10, 328.70, 9.59, 86.40
1407, 84686, 10.05, 336.60, 9.68, 86.30
1409, 84669, 9.90, 337.00, 9.69, 86.20
1411, 84653, 9.90, 329.40, 9.69, 86.10
1412, 84638, 10.00, 333.00, 9.69, 85.90
1412, 84634, 10.15, 341.50, 9.74, 85.65
1413, 84631, 10.10, 337.20, 9.75, 85.45
1413, 84628, 10.15, 330.90, 9.77, 85.20
1416, 84596, 9.75, 336.90, 9.84, 85.05
1419, 84565, 9.75, 339.80, 9.85, 84.75
1422, 84534, 10.85, 336.20, 9.84, 84.40
1426, 84496, 10.75, 337.90, 9.90, 83.05
1427, 84487, 9.20, 337.70, 9.92, 82.75
1428, 84478, 9.90, 338.80, 9.93, 82.50
1433, 84426, 10.70, 339.90, 10.00, 82.05
1436, 84400, 9.95, 340.30, 10.01, 81.75
1436, 84392, 10.55, 334.30, 10.02, 81.50
1437, 84385, 10.80, 336.90, 10.00, 81.25
1438, 84378, 10.40, 343.20, 10.02, 81.00
1441, 84347, 10.55, 338.90, 10.05, 80.75
1444, 84317, 10.80, 336.90, 10.08, 80.50
1447, 84288, 10.55, 344.00, 10.14, 80.25
1447, 84282, 10.55, 344.00, 10.18, 80.00
1448, 84277, 10.55, 344.00, 10.18, 79.75
1448, 84272, 10.40, 340.40, 10.18, 79.50
1450, 84255, 10.45, 345.50, 10.18, 79.20
1452, 84238, 11.00, 340.40, 10.19, 78.90
1453, 84222, 10.80, 338.90, 10.21, 78.60
1459, 84168, 10.60, 343.40, 10.33, 78.10
1461, 84142, 11.45, 338.40, 10.36, 77.80
